,4,54,104,154,204,254,304,354,404,454,504,554,604,654,704,754,804,854,904,954,1004,1054
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.004,0.006,0.0195,0.024,0.0475,0.1465,0.418,0.061
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.007,0.0095,0.019,0.0295,0.0405,0.156,0.4415,0.0695
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0065,0.006,0.011,0.0235,0.0465,0.1435,0.429,0.0615
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065,0.0045,0.004,0.011,0.0245,0.0575,0.1415,0.442,0.075
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.007,0.0085,0.0105,0.0155,0.046,0.151,0.4265,0.069
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0045,0.0075,0.0155,0.019,0.041,0.1565,0.4345,0.0775
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.008,0.0085,0.011,0.025,0.048,0.1485,0.4345,0.0495
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0045,0.007,0.0125,0.022,0.037,0.1505,0.4395,0.0665
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095,0.005,0.0085,0.015,0.023,0.044,0.1365,0.4195,0.074
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.003,0.0045,0.0145,0.0165,0.0325,0.142,0.403,0.0605
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.006,0.009,0.0125,0.0245,0.041,0.1605,0.4285,0.0685
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0095,0.0075,0.012,0.024,0.044,0.1415,0.4185,0.068
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.01,0.007,0.016,0.016,0.039,0.1415,0.4255,0.0795
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0055,0.0095,0.0185,0.0215,0.046,0.168,0.435,0.075
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0065,0.0095,0.012,0.0205,0.048,0.152,0.4095,0.072
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.005,0.0085,0.014,0.0195,0.0505,0.1455,0.4295,0.0725
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0085,0.0095,0.014,0.0245,0.0475,0.146,0.4465,0.077
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0045,0.0095,0.017,0.021,0.035,0.1505,0.422,0.064
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065,0.005,0.0085,0.013,0.0225,0.0455,0.132,0.4215,0.061
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0035,0.0105,0.0155,0.022,0.046,0.1305,0.416,0.0655
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.005,0.008,0.0145,0.021,0.051,0.154,0.4395,0.07
